index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	प्रददातु		प्रददातु	प्र_दा3{कर्तरि;लोट्;प्र;एक;परस्मैपदी;जुहोत्यादिः}	प्र_दा3{कर्तरि;लोट्;प्र;एक;परस्मैपदी;जुहोत्यादिः}	अभिहित_कर्ता,2.1;सकर्मक	वाक्यकर्म,3.1	KP	दे	दे
2.1	भवान्		भवान्	भव{पुं;2;बहु}/भवत्{सर्वनाम;पुं;1;एक}	भवत्{सर्वनाम;पुं;1;एक}	कर्ता,1.1;कर्ता,5.1	कर्ता,1.1;कर्ता,5.1;विशेषणम्,8.1;विशेषणम्,7.1;कर्ता,1.1;कर्मसमानाधिकरणम्,9.1;कर्म,5.1;कर्म,3.1	N1	आप	आप
3.1	वित्तम्		वित्तम्	विद्1{कर्तरि;लोट्;म;द्वि;परस्मैपदी;अदादिः}/वित्त{पुं;2;एक}	वित्त{पुं;2;एक}	कर्म,1.1	कर्म,5.1#कर्म,1.1	N2	समझो	समझो
4.1	यावत्		यावत्	यावत्{अव्य}	यावत्{अव्य}	क्रियाविशेषणम्,5.1	क्रियाविशेषणम्,5.1	NA	जब_तक	जब_तक
5.1	इच्छसि		इच्छसि	इष्2{कर्तरि;लट्;म;एक;परस्मैपदी;तुदादिः}	इष्2{कर्तरि;लट्;म;एक;परस्मैपदी;तुदादिः}	अभिहित_कर्ता,2.1;सकर्मक	वाक्यकर्म,3.1	KP	इच्छा_करते_हो	इच्छा_करते_हो
6.1	पार्थिव		पार्थिव	पार्थिव{पुं;8;एक}	पार्थिव{पुं;8;एक}	सम्बोध्यः,1.1	विशेषणम्,14.1#सम्बोध्यः,1.1	N8	पार्थिव	पार्थिव
7.1	त्वम्		त्वम्	युष्मद्{सर्वनाम;1;एक}	युष्मद्{सर्वनाम;1;एक}	कर्ता,15.1	कर्ता,5.1#कर्ता,15.1	N1	तुम	तुम
8.1	ईश्वरः		ईश्वरः	ईश्वर{पुं;1;एक}	ईश्वर{पुं;1;एक}	कर्तृसमानाधिकरणम्,15.1	विशेषणम्,7.1#कर्ता,1.1#कर्तृसमानाधिकरणम्,15.1	N1	ईश्वर	ईश्वर
9.1	नः		नः	अस्मद्{सर्वनाम;2;बहु}/अस्मद्{सर्वनाम;6;बहु}/अस्मद्{सर्वनाम;4;बहु}/नृ{पुं;8;एक}	अस्मद्{सर्वनाम;6;बहु}	षष्ठीसम्बन्धः,11.1	विशेषणम्,14.1#प्रयोजनम्1,5.1#प्रयोजनम्1,3.1#प्रयोजनम्1,1.1#सुप्_समुच्चितः,11.1#षष्ठीसम्बन्धः,14.1#षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,2.1#कर्म,5.1#कर्म,3.1	N6	हमारा	हमारा
10.1	राज्यस्य		राज्यस्य	राज्य{नपुं;6;एक}	राज्य{नपुं;6;एक}	समुच्चितः,11.1	सुप्_समुच्चितः,11.1#षष्ठीसम्बन्धः,14.1#षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,2.1	N6	राज्य_का	राज्य_का
11.1	प्राणानाम्		प्राणानाम्	प्राण{पुं;6;बहु}	प्राण{पुं;6;बहु}	षष्ठीसम्बन्धः,8.1	षष्ठीसम्बन्धः,14.1#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,2.1	N6	प्राणों_का	प्राणों_का
12.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,11.1	सुप्_समुच्चय_द्योतकः,11.1#सम्बन्धः,11.1	NA	च2	च2
13.1	इति		इति	इति{अव्य}	इति{अव्य}	सम्बन्धः,11.1	सम्बन्धः,11.1#वाक्यकर्म_द्योतकः,5.1#वाक्यकर्म_द्योतकः,1.1	NA	ऐसा	ऐसा
14.1	भारत		भारत	भारत{पुं;8;एक}	भारत{पुं;8;एक}	सम्बोध्यः,15.1	सम्बोध्यः,15.1#सम्बोध्यः,5.1#सम्बोध्यः,3.1#सम्बोध्यः,1.1	N8	भारत	भारत
15.1	(असि)		असि	अस्2{कर्तरि;लट्;म;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;म;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,7.1	-	KP	हो	हो
16.1	.		.	-	-	-	-	FS	-	-
